id,uuid,title,author,year,journal,volume,issue,url,publisher,discipline
phil/10.2307/20123215,046f74b7-2475-3dc0-afd2-29f3bb2cacb7,Oriental Philosophy,Archie J. Bahm,1950,The Review of Metaphysics,4,2,jstor.org/stable/10.2307/20123215,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123208,071db0ec-bde2-3462-9024-b3ee15f460e8,Origin and Repetition,F. H. Heinemann,1950,The Review of Metaphysics,4,2,jstor.org/stable/10.2307/20123208,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126166,be4acf17-01c3-3175-9b9a-843586f79788,Origins of Aristotle's Essentialism,Nicholas P. White,1972,The Review of Metaphysics,26,1,jstor.org/stable/10.2307/20126166,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123553,bd34bd8a-0f8c-3242-97e7-669eb05d17aa,Our Acquaintance with Reality,Robert N. Beck,1956,The Review of Metaphysics,10,1,jstor.org/stable/10.2307/20123553,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123667,7a829ae2-4a56-32fc-b229-4cc709b807cc,Our Knowledge of Things-in-Themselves,Clive Ingram-Pearson,1958,The Review of Metaphysics,11,4,jstor.org/stable/10.2307/20123667,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124040,c7b74c9d-6b23-3981-a5fe-b2bf6793e155,Our Knowledge of What Is Real,Paul Weiss,1964,The Review of Metaphysics,18,1,jstor.org/stable/10.2307/20124040,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126921,d1342e0b-7ac4-3076-8747-0677b852028b,Overcoming the Tradition: Heidegger and Dewey,Richard Rorty,1976,The Review of Metaphysics,30,2,jstor.org/stable/10.2307/20126921,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126704,29a4e1ae-bbaa-3ce7-bcac-fc61aa7967a9,Ownness and Identity: Re-Thinking Hegel,Albert Hofstadter,1975,The Review of Metaphysics,28,4,jstor.org/stable/10.2307/20126704,Philosophy Education Society Inc.,Philosophy
phil/10.2307/41635484,de285fcd-c159-34a3-9d80-6265b24160cf,PEIRCE'S INCOMPLETE SYNTHETIC TURN,GIOVANNI MADDALENA,2012,The Review of Metaphysics,65,3,jstor.org/stable/10.2307/41635484,Philosophy Education Society Inc.,Philosophy
phil/10.2307/23597981,d0979896-8b5c-33de-acc4-ca449dd15312,"PHILOSOPHICAL PRAYER IN PROCLUS'S ""COMMENTARY ON PLATO'S TIMAEUS""",DANIELLE A. LAYNE,2013,The Review of Metaphysics,67,2,jstor.org/stable/10.2307/23597981,Philosophy Education Society Inc.,Philosophy
phil/10.2307/26540569,4ce11819-24ef-3911-8107-477b075adddc,PLATO ON HATRED OF PHILOSOPHY,SYLVAIN DELCOMMINETTE,2018,The Review of Metaphysics,72,1 (285),jstor.org/stable/10.2307/26540569,Philosophy Education Society Inc.,Philosophy
phil/10.2307/41635518,d16574a7-a7c6-3d89-8dcf-c3784c441aa1,PLATO'S AND ARISTOTLE'S ANSWERS TO THE PARMENIDES PROBLEM,C. J. WOLFE,2012,The Review of Metaphysics,65,4,jstor.org/stable/10.2307/41635518,Philosophy Education Society Inc.,Philosophy
phil/10.2307/24636541,207b0c05-d313-321f-b0cc-bbb130e0e39c,PLATO'S RATIONAL SOULS,LLOYD P. GERSON,2014,The Review of Metaphysics,68,1,jstor.org/stable/10.2307/24636541,Philosophy Education Society Inc.,Philosophy
phil/10.2307/27068312,315c1f42-18fe-35dc-84a3-69e36f704797,PLAY A LITTLE! ARISTOTLE ON <em>EUTRAPELIA</em>,SILVIA CARLI,2021,The Review of Metaphysics,74,4,jstor.org/stable/10.2307/27068312,Philosophy Education Society Inc.,Philosophy
phil/10.2307/29765376,f0047bd9-0065-3570-819d-b1ed3dddd898,POETRY IS MORE PHILOSOPHICAL THAN HISTORY: ARISTOTLE ON MIMÊSIS AND FORM,SILVIA CARLI,2010,The Review of Metaphysics,64,2,jstor.org/stable/10.2307/29765376,Philosophy Education Society Inc.,Philosophy
phil/10.2307/26912467,7562cc20-efdb-3cd6-8ad7-87329ecfbed8,POWERFUL LOGIC,PAUL SYMINGTON,2020,The Review of Metaphysics,73,3,jstor.org/stable/10.2307/26912467,Philosophy Education Society Inc.,Philosophy
phil/10.2307/44806950,e5b2d3eb-5c31-30fd-9ca2-e33105911eb4,PRESOCRATICS OR FIRST PHILOSOPHERS?,EVA BRANN,2017,The Review of Metaphysics,70,3,jstor.org/stable/10.2307/44806950,Philosophy Education Society Inc.,Philosophy
phil/10.2307/26540571,74268094-601a-3b3e-b297-05043d333f58,PROMETHEAN METAPHYSICS,JOHN F. CORNELL,2018,The Review of Metaphysics,72,1 (285),jstor.org/stable/10.2307/26540571,Philosophy Education Society Inc.,Philosophy
phil/10.2307/27068316,b6163c96-8337-38c8-a829-10ef3accb904,PRUDENCE AS COMMAND ACROSS PRESENCE AND ABSENCE,SCOTT RONIGER,2021,The Review of Metaphysics,74,4,jstor.org/stable/10.2307/27068316,Philosophy Education Society Inc.,Philosophy
phil/10.2307/23597873,5c965af1-c106-3c25-80fd-260f1142f9bb,PUNISHMENT AND MORAL SENTIMENTS,THOM BROOKS,2012,The Review of Metaphysics,66,2,jstor.org/stable/10.2307/23597873,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123717,107ebfc7-ff6c-3047-9be5-0374fabf67b4,Painting and Reality,Dorothy Walsh,1959,The Review of Metaphysics,12,3,jstor.org/stable/10.2307/20123717,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124088,c2929448-126d-36e1-9318-d3136b22b98f,Parmenidean Tendencies in the Epoché,Donald B. Kuspit,1965,The Review of Metaphysics,18,4,jstor.org/stable/10.2307/20124088,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127424,10a030a3-c150-3885-94bd-c5fe43c7e79c,Parmenides' Paradox: Negative Reference and Negative Existentials,J. K. Swindler,1980,The Review of Metaphysics,33,4,jstor.org/stable/10.2307/20127424,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127840,03926c69-4588-3360-b8d6-7ccbfca0be6b,Participation and Predication in Plato's Later Thought,Alexander Nehamas,1982,The Review of Metaphysics,36,2,jstor.org/stable/10.2307/20127840,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20128350,d00d376b-f909-3e90-8bbb-12c25bd98641,Particular and Universal in Aristotle's Conception of Practical Knowledge,Daniel T. Devereux,1986,The Review of Metaphysics,39,3,jstor.org/stable/10.2307/20128350,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126296,4b28b8a2-03d6-346e-947f-9ca4b42b9b1b,Parts as Essential to Their Wholes,Roderick M. Chisholm,1973,The Review of Metaphysics,26,4,jstor.org/stable/10.2307/20126296,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20131058,8b733be8-4cdc-3f06-b798-ef9c7d60b635,"Parts, Wholes, and Presence by Power: A Response to Gordon P. Barnes",Michael Hector Storck,2008,The Review of Metaphysics,62,1,jstor.org/stable/10.2307/20131058,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20125766,1065f973-6139-3c83-b070-7c0779c38998,"Paul Weiss's ""Philosophy in Process""",Robert Neville,1970,The Review of Metaphysics,24,2,jstor.org/stable/10.2307/20125766,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126157,e5486da0-1782-3cf2-b656-e24ee10578bb,"Paul Weiss's ""The God We Seek""",Charles Hartshorne,1972,The Review of Metaphysics,25,,jstor.org/stable/10.2307/20126157,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126151,7f4c279b-cf4e-3e40-a60b-92f96ca23c56,Paul Weiss's Concept of Being,Andrew J. Reck,1972,The Review of Metaphysics,25,,jstor.org/stable/10.2307/20126151,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20129984,2d5584b8-73c7-384a-89cf-99cfe110c98b,Paul Weiss's Method(s) and System(s),Kevin Kennedy,1996,The Review of Metaphysics,50,1,jstor.org/stable/10.2307/20129984,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124693,c53c941b-6aef-31b2-9f4b-4b4eac661ff3,Paul Weiss's Philosophical Journal,Andrew J. Reck,1968,The Review of Metaphysics,21,4,jstor.org/stable/10.2307/20124693,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123729,80ab3460-8e75-3edf-a621-52ee0e34b3a7,Peirce Volumes: VII and VIII,Irwin C. Lieb,1959,The Review of Metaphysics,12,4,jstor.org/stable/10.2307/20123729,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123851,9337e53a-c561-387d-a74e-4d8059cc220f,Peirce on Abstraction,William L. Reese,1961,The Review of Metaphysics,14,4,jstor.org/stable/10.2307/20123851,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127536,0a0149a5-49e2-34bc-b536-782237d4d515,Peirce's Propositional Logic,Randall R. Dipert,1981,The Review of Metaphysics,34,3,jstor.org/stable/10.2307/20127536,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20129626,10629f10-3a07-3a33-a410-cc40f84e7221,Peirce's Transformation of Kant,C. B. Christensen,1994,The Review of Metaphysics,48,1,jstor.org/stable/10.2307/20129626,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127144,b81d2386-4172-3ab4-bfc7-e5c7f6b4c793,Peirce's Verificationist Realism,Manley Thompson,1978,The Review of Metaphysics,32,1,jstor.org/stable/10.2307/20127144,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127221,e0d77dc5-2e4d-31ca-8ae8-4b7618c08087,Perceiving and Remembering,Edward S. Casey,1979,The Review of Metaphysics,32,3,jstor.org/stable/10.2307/20127221,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127962,d160757a-8a3b-3778-bc9a-c259dbb9df8c,Perception as a Hermeneutical Act,Patrick A. Heelan,1983,The Review of Metaphysics,37,1,jstor.org/stable/10.2307/20127962,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127877,f24bdb04-03a4-3578-87ed-246daf3a79d9,"Perfectibility and Attitude in Nietzsche's ""Übermensch""",Bernd Magnus,1983,The Review of Metaphysics,36,3,jstor.org/stable/10.2307/20127877,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123319,85d43b8e-4c5e-3bd3-8ba6-f28fac3139e8,"Perfection, Infinity and Univocity",Frederick Sontag,1952,The Review of Metaphysics,6,2,jstor.org/stable/10.2307/20123319,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20131484,31d3f174-d80c-30d3-a481-3490f06d4990,Perishable Goods,George Allan,2000,The Review of Metaphysics,54,1,jstor.org/stable/10.2307/20131484,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123968,77a70c61-7f00-349d-b08c-40c08aebf637,Personal Beliefs without Private Languages,David Braybrooke,1963,The Review of Metaphysics,16,4,jstor.org/stable/10.2307/20123968,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124099,2bd39900-7a07-3200-be1d-1825f5278098,Phenomenology and Metaphysics,William L. Reese,1965,The Review of Metaphysics,19,1,jstor.org/stable/10.2307/20124099,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20128981,81b286c4-696d-304f-b883-bf87787a2c5d,Phenomenology and Scientific Realism: Husserl's Critique of Galileo,Gail Soffer,1990,The Review of Metaphysics,44,1,jstor.org/stable/10.2307/20128981,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20131748,d90966ad-6a3d-308d-8f15-6dc220cadd06,Phenomenology of Friendship,Robert Sokolowski,2002,The Review of Metaphysics,55,3,jstor.org/stable/10.2307/20131748,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124747,9e556a70-ac2f-3044-a21e-613b04bd102a,"Phenomenology, Ontology, and Metaphysics",Klaus Hartmann,1968,The Review of Metaphysics,22,1,jstor.org/stable/10.2307/20124747,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124692,2256791f-c7fd-322f-94e3-ab44a5ea3ad4,Philosophical Analysis and Historical Understanding,Louis O. Mink,1968,The Review of Metaphysics,21,4,jstor.org/stable/10.2307/20124692,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20130426,645bfa73-c9ac-3f62-a50b-b51bc110f596,Philosophical Blindness: Between Arguments and Insights,Amihud Gilead,2004,The Review of Metaphysics,58,1,jstor.org/stable/10.2307/20130426,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127188,c393a331-5175-3e32-9282-648fa61f2f58,Philosophical Disagreement: An Essay Towards Orientational Pluralism in Metaphilosophy,Nicholas Rescher,1978,The Review of Metaphysics,32,2,jstor.org/stable/10.2307/20127188,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123451,0fff94c7-f67b-3cbd-9c79-39addd7ea044,Philosophical Reflection and the Phenomenology of Merleau-Ponty,John F. Bannan,1955,The Review of Metaphysics,8,3,jstor.org/stable/10.2307/20123451,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20129576,87b60557-552b-3b36-94f7-2916100c066b,Philosophical Reflections on Coma,A. A. Howsepian,1994,The Review of Metaphysics,47,4,jstor.org/stable/10.2307/20129576,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20130817,96f94d8f-e43a-310a-b876-5fe71e6c3bad,"Philosophy and ""Jihād:"" Al-Fārābī on Compulsion to Happiness",Michael J. Sweeney,2007,The Review of Metaphysics,60,3,jstor.org/stable/10.2307/20130817,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20131097,46dfb85f-559b-30d9-b2f3-f4de922d3456,"Philosophy and Art in Schelling's ""System des transzendentalen Idealismus""",James Dodd,1998,The Review of Metaphysics,52,1,jstor.org/stable/10.2307/20131097,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123587,0777dd0b-9be4-3140-a1ff-645dba685ff2,Philosophy and Existenz in Early Christianity,George Lindbeck,1957,The Review of Metaphysics,10,3,jstor.org/stable/10.2307/20123587,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123807,8c2282f3-205c-3434-943e-29899261ed7b,Philosophy and Historicity,Stanley Rosen,1960,The Review of Metaphysics,14,1,jstor.org/stable/10.2307/20123807,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123160,f48248f3-1ee5-303d-b36a-7fb0ede38d47,Philosophy and History,A. Robert Caponigri,1949,The Review of Metaphysics,3,2,jstor.org/stable/10.2307/20123160,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124043,fb71d2e0-a35d-3f43-b8c9-f8542c7f93a1,Philosophy and Its History,Darrel E. Christensen,1964,The Review of Metaphysics,18,1,jstor.org/stable/10.2307/20124043,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123224,68e86e52-5cca-32d8-87c5-563afed97cab,Philosophy and Language,Irving M. Copi,1951,The Review of Metaphysics,4,3,jstor.org/stable/10.2307/20123224,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20125538,79eb479a-a98e-359e-80e2-8fc3bc8ec69e,Philosophy and Poetry in Kierkegaard,Louis Mackey,1969,The Review of Metaphysics,23,2,jstor.org/stable/10.2307/20125538,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124746,5589701a-6d92-3cd0-9e7f-e93824df0433,"Philosophy and Politics, I",Victor Gourevitch,1968,The Review of Metaphysics,22,1,jstor.org/stable/10.2307/20124746,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124814,63c0c59c-d086-3c7f-a75b-62f8a9b851ad,"Philosophy and Politics, II",Victor Gourevitch,1968,The Review of Metaphysics,22,2,jstor.org/stable/10.2307/20124814,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123864,256ca954-7e99-3b05-a528-d73828843930,Philosophy and Reflection: Beyond Phenomenology,George Alfred Schrader,1961,The Review of Metaphysics,15,1,jstor.org/stable/10.2307/20123864,Philosophy Education Society Inc.,Philosophy
phil/10.2307/40387728,c2540ddc-6f4c-33ae-a522-64958f2a9713,Philosophy and the Logic of Modernity: Hegel's Dissatisfied Spirit,Simon Lumsden,2009,The Review of Metaphysics,63,1,jstor.org/stable/10.2307/40387728,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20129493,eb73fff9-4424-38e9-8147-258b7a1641f7,"Philosophy as Performed in Plato's ""Theaetetus""","Eugenio Benitez, Livia Guimaraes",1993,The Review of Metaphysics,47,2,jstor.org/stable/10.2307/20129493,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20130935,edf06d0e-5e91-313b-9b5a-46ef7a8eff78,"Philosophy as Science: ""Function"" and ""Energy"" in Cassirer's ""Complex System"" of Symbolic Forms",Fabien Capeilleres,2007,The Review of Metaphysics,61,2,jstor.org/stable/10.2307/20130935,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126583,3f7fc7df-3c77-310c-bd92-ff3b02695647,"Philosophy in India, 1967-73",J. N. Mohanty,1974,The Review of Metaphysics,28,1,jstor.org/stable/10.2307/20126583,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127425,90f7a16b-66c2-3458-ab6e-2074c246f4c8,Philosophy in the Conversation of Mankind,Richard J. Bernstein,1980,The Review of Metaphysics,33,4,jstor.org/stable/10.2307/20127425,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126990,72c56265-350e-3dca-bf43-61b0cd80daae,Philosophy in the New Encyclopaedia Britannica,Robert E. Wood,1977,The Review of Metaphysics,30,4,jstor.org/stable/10.2307/20126990,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20130610,6691e61a-9e16-3db8-a5a9-4c94fdfa3bdb,Phronesis as Poetic: Moral Creativity in Contemporary Aristotelianism,John Wall,2005,The Review of Metaphysics,59,2,jstor.org/stable/10.2307/20130610,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123388,0b49c9b4-5f6b-3ffe-99e5-df6c43d13834,Physical Cosmology and Philosophical Physics,T. A. Goudge,1954,The Review of Metaphysics,7,3,jstor.org/stable/10.2307/20123388,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126700,5cc8c94c-a1b4-37cc-8a84-a5e61c538689,Pictures and Persons: An Analogy,Virgil C. Aldrich,1975,The Review of Metaphysics,28,4,jstor.org/stable/10.2307/20126700,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127015,016eedf4-9561-3028-afb5-df5afc91a204,Picturing,Robert Sokolowski,1977,The Review of Metaphysics,31,1,jstor.org/stable/10.2307/20127015,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20125867,c281ba62-b121-37a0-bcb7-790f59ba34a9,Plantinga on the Free Will Defense,Clement Dore,1971,The Review of Metaphysics,24,4,jstor.org/stable/10.2307/20125867,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124496,b774331d-1dbb-3bc7-ae0b-f8f00a4c610a,Plato Disapproves of the Slave-Boy's Answer,Malcolm S. Brown,1967,The Review of Metaphysics,21,1,jstor.org/stable/10.2307/20124496,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123328,d7dcf098-94ef-3f5f-8baa-36a7b6dd71c5,Plato Studies as Contemporary Philosophy,Robert S. Brumbaugh,1952,The Review of Metaphysics,6,2,jstor.org/stable/10.2307/20123328,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123668,ab8c8009-d405-3be3-afa0-e9808a6a4e13,Plato and After,A. Boyce Gibson,1958,The Review of Metaphysics,11,4,jstor.org/stable/10.2307/20123668,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123359,600f112b-8807-3fc5-afd6-9c3e267414a8,Plato and Miller,Robert M. Scoon,1953,The Review of Metaphysics,7,1,jstor.org/stable/10.2307/20123359,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123360,75c6a577-82b3-3c96-b99e-5841d6dc201f,Plato and Scoon: A Reply,James W. Miller,1953,The Review of Metaphysics,7,1,jstor.org/stable/10.2307/20123360,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123223,8979cdbd-f3c9-3198-8771-4938e31ffe11,Plato as Mathematician,Harold Cherniss,1951,The Review of Metaphysics,4,3,jstor.org/stable/10.2307/20123223,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20130453,6803cbdc-29c0-34a5-9669-19044768103c,"Plato on Identity, Sameness, and Difference",Lloyd P. Gerson,2004,The Review of Metaphysics,58,2,jstor.org/stable/10.2307/20130453,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126986,b7dbe93b-70cd-3afc-b108-81300c12cd31,Plato on the Morality of Imagination,H. S. Thayer,1977,The Review of Metaphysics,30,4,jstor.org/stable/10.2307/20126986,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123658,8cf7849d-4a89-3915-8bda-279f651ed3eb,"Plato's ""Cratylus"": The Order of Etymologies",Robert Brumbaugh,1958,The Review of Metaphysics,11,3,jstor.org/stable/10.2307/20123658,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126110,db850b84-83b9-379e-80a7-817adc71bb05,"Plato's ""Cratylus"": The Two Theories of the Correctness of Names",Georgios Anagnostopoulos,1972,The Review of Metaphysics,25,4,jstor.org/stable/10.2307/20126110,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20130738,e53f9831-8c87-3a5e-bf72-46bc745bf350,"Plato's ""Minos:"" the Political and Philosophical Context of the Problem of Natural Right",V. Bradley Lewis,2006,The Review of Metaphysics,60,1,jstor.org/stable/10.2307/20130738,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123430,f4cc590d-ff8e-3e4f-a0bf-aed34e6c5e03,"Plato's ""Parmenides"" a Report on New Source Material",Robert Brumbaugh,1954,The Review of Metaphysics,8,1,jstor.org/stable/10.2307/20123430,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20130300,35977590-5a0e-32e7-9df8-379b486ff191,"Plato's ""Parmenides"": A Dramatic Reading",Catherine H. Zuckert,1998,The Review of Metaphysics,51,4,jstor.org/stable/10.2307/20130300,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123909,3bf9037b-0ed7-3c67-ac80-02b4c2925c34,"Plato's ""Parmenides:"" Another Interpretation",Egil A. Wyller,1962,The Review of Metaphysics,15,4,jstor.org/stable/10.2307/20123909,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20130159,5d48044b-2977-38af-8fc9-fe05402240b5,"Plato's ""Theaetetus"": On the Way of the Logos",Seth Benardete,1997,The Review of Metaphysics,51,1,jstor.org/stable/10.2307/20130159,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123926,b8589b09-56c9-315a-ba52-31e49f37c7be,Plato's Detractors in Antiquity,Anton-Herman Chroust,1962,The Review of Metaphysics,16,1,jstor.org/stable/10.2307/20123926,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126737,4ac2d1bb-0415-3b67-a35c-2482cb40e4c6,Plato's Distinction between Being and Becoming,Robert Bolton,1975,The Review of Metaphysics,29,1,jstor.org/stable/10.2307/20126737,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123288,b6a773df-a442-3e7e-8555-7c219f1d4b05,Plato's Divided Line,Robert S. Brumbaugh,1952,The Review of Metaphysics,5,4,jstor.org/stable/10.2307/20123288,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124016,991b4b2e-c05c-3946-b193-12025546921d,Plato's Divided Line,Lynn E. Rose,1964,The Review of Metaphysics,17,3,jstor.org/stable/10.2307/20124016,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20129057,171c737a-494e-356a-8087-07396648a7be,Plato's Line Revisited: The Pedagogy of Complete Reflection,Robert E. Wood,1991,The Review of Metaphysics,44,3,jstor.org/stable/10.2307/20129057,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123484,7fd24cc5-494d-3951-9fcd-57771c5e1f22,Plato's Mathematical Imagination,A. Boyce Gibson,1955,The Review of Metaphysics,9,1,jstor.org/stable/10.2307/20123484,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127309,b08f9619-753e-3dba-9c88-15cc29310cd3,Plato's Myth of the Reversed Cosmos,Stanley Rosen,1979,The Review of Metaphysics,33,1,jstor.org/stable/10.2307/20127309,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123759,6db909e6-c36c-3832-a00d-f313101593c6,Plato's Parmenides and Positive Metaphysics,Robert S. Brumbaugh,1959,The Review of Metaphysics,13,2,jstor.org/stable/10.2307/20123759,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20128349,af2ec732-9f47-3d19-a962-1e8fa5deb938,Plato's Second Best Method,W. W. Tait,1986,The Review of Metaphysics,39,3,jstor.org/stable/10.2307/20128349,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20128559,eb388f3e-1256-3bf5-b690-ada2a40ba03c,Plato's Theory of Desire,Charles H. Kahn,1987,The Review of Metaphysics,41,1,jstor.org/stable/10.2307/20128559,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123492,cfc3623e-b45b-315f-ac5e-2b1acd2e81c9,"Plato's Theory of Sensation, 1",George Nakhnikian,1955,The Review of Metaphysics,9,1,jstor.org/stable/10.2307/20123492,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123506,c2dc92af-6a2c-30ee-8bfe-baad9b02a601,"Plato's Theory of Sensation, II",George Nakhnikian,1955,The Review of Metaphysics,9,2,jstor.org/stable/10.2307/20123506,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20129375,2482064c-a34a-3b4e-9347-de49d437b72d,Plotinus's Metaphysics: Emanation or Creation?,Lloyd P. Gerson,1993,The Review of Metaphysics,46,3,jstor.org/stable/10.2307/20129375,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123321,1745ee4c-c435-30b6-a522-05e5b9dc19ed,Plotinus: A Definitive Edition and a New Translation,Harold Cherniss,1952,The Review of Metaphysics,6,2,jstor.org/stable/10.2307/20123321,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20130158,e73f161c-e2cb-3e9c-bbad-dfa118eff2ac,"Pluralism, Invariance, and Conflict",Michael McCarthy,1997,The Review of Metaphysics,51,1,jstor.org/stable/10.2307/20130158,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20123502,aa71e67d-74bb-3e21-b9f1-c4f433d4e9b7,"Poetry, Religion and Theology",John E. Smith,1955,The Review of Metaphysics,9,2,jstor.org/stable/10.2307/20123502,Philosophy Education Society Inc.,Philosophy
phil/10.2307/40387765,9ab6ce77-f95a-337a-8141-6a8480485540,"Poincaré, Kant, and the Scope of Mathematical Intuition","Terry F. Godlove, <suffix>Jr.</suffix>",2009,The Review of Metaphysics,62,4,jstor.org/stable/10.2307/40387765,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20131252,ca10dde3-2409-33ba-a8f3-f06d39eb266e,"Politics and Rhetoric: The Intended Audience of Spinoza's ""Tractatus Theologico-Politicus""",Steven Frankel,1999,The Review of Metaphysics,52,4,jstor.org/stable/10.2307/20131252,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20124229,3edc9959-a3cc-3c85-9834-6fbdbbc7496d,Positionality in the Philosophy of Helmuth Plessner,Marjorie Grene,1966,The Review of Metaphysics,20,2,jstor.org/stable/10.2307/20124229,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20128007,958b8a77-052b-3aec-80a1-d68825a4fe38,Positive Law and Natural Law,Sergio Cotta,1983,The Review of Metaphysics,37,2,jstor.org/stable/10.2307/20128007,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20127271,9293535d-408f-369f-801e-800d9f4e9deb,Possible Gods,Margaret D. Wilson,1979,The Review of Metaphysics,32,4,jstor.org/stable/10.2307/20127271,Philosophy Education Society Inc.,Philosophy
phil/10.2307/20126985,b8e2d754-4346-39fc-bffe-71e355c0e628,"Post Hoc, Ergo Propter Hoc","John Woods, Douglas Walton",1977,The Review of Metaphysics,30,4,jstor.org/stable/10.2307/20126985,Philosophy Education Society Inc.,Philosophy
